,Title,URL,Score,Author,Views,Likes,Dislikes
110,2CELLOS Smells Like Teen Spirit Live at Sydney Opera House YouTube,https://www.youtube.com/watch?v=nji5zvkuuFg&amp;list=RDuK-ONxAPjQg&amp;index=22,73.20155947126915,2CELLOS,6684254,94468,3155
111,2CELLOS Smells Like Teen Spirit Live at Sydney Opera House YouTube,https://www.youtube.com/watch?v=nji5zvkuuFg&amp;list=RDi_M7RTL71j4&amp;index=5,73.20155947126915,2CELLOS,6684254,94468,3155
112,2CELLOS Smells Like Teen Spirit Live at Sydney Opera House YouTube,https://www.youtube.com/watch?v=nji5zvkuuFg&amp;list=RDnji5zvkuuFg&amp;start_radio=1,73.20685765600018,2CELLOS,6684811,94469,3155
113,Child in time YouTube,https://www.youtube.com/watch?v=t5QpqrEFj0o,73.3694885361552,PR ORK,748809,10644,438
114,MOZART ROCK xf0 x9f x92 xbf Marcha Turca en VIOLIN ELECTRICO YouTube,https://www.youtube.com/watch?v=VoBvuGYbpVs,73.39394692685352,Martha Psyko El Sue xc3 xb1o,1180982,16784,693
115,Steven Tyler amp 2CELLOS Dream On Walk This Way YouTube,https://www.youtube.com/watch?v=EnDbHi9-EA8,73.84589362135725,sivizeko,1811809,25627,1092
116,For The Love Of God Steve Vai Cover by Tina S YouTube,https://www.youtube.com/watch?v=nJi8iSpzq9I,73.88880993387852,Tina S,6134914,84828,1799
117,2CELLOS Now We Are Free Gladiator OFFICIAL VIDEO YouTube,https://www.youtube.com/watch?v=74CYIdYoQ5w,74.97379467697453,2CELLOS,6769159,92043,1756
118,Cs xc3 xa1rd xc3 xa1s Vittorio Monti Violin amp Piano YouTube,https://www.youtube.com/watch?v=IPYHy8k9Z34,75.01803380967944,Webb Family Music,7575096,103644,2667
119,Nothing Else Matters Live Edmonton Alberta 2017 YouTube,https://www.youtube.com/watch?v=eI5-AD37uKI,75.05609431450846,MetallicaTV,394720,5347,88
120,Hallelujah Lindsey Stirling aSaviorIsBorn YouTube,https://www.youtube.com/watch?v=5VzprYCxPBQ,76.35433635494451,Lindsey Stirling,50471438,669911,8895
